text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
My account shows I'm logged in but nothing loads.,account_issue,false,,,,bulk addition 2,"[""standard""]"
I'm stuck and can't proceed until you fix this.,technical_support,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
This is the last straw. I want a full refund and account deletion.,refund,true,,,,bulk addition 3,"[""escalation_positive""]"
My account was accessed from an unknown device.,account_issue,true,,,,bulk addition 3,"[""standard""]"
can u call me pls,human_request,true,,,,spelling/noisy text,"[""noisy""]"
Does the API support GraphQL?,product_question,false,,,,bulk addition,"[""standard""]"
The API endpoint keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Talk to human about technical support for billing issue.,technical_support,true,,,,bulk addition,"[""multi_intent""]"
We'd like to become a customer.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
I'm evaluating vendors and you're my top choice.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
hlo i need ur help,general_question,false,,,,spelling/noisy text,"[""noisy""]"
Mai competitor se switch karna chahta hu.,sales,false,,,,hinglish sales,"[""hinglish""]"
Technical support needed but I want a human on the line.,technical_support,true,,,,multi-intent example,"[""multi_intent""]"
I want to buy the premium plan for my 10 person team.,sales,false,,,,bulk addition,"[""standard""]"
Your chatbot is not helping. Transfer to a person.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Bot is useless,complaint,false,,,,very short message,[]
This is a general inquiry about your service quality.,general_question,false,,,,bulk addition 2,"[""confusion_pair""]"
Can I use keyboard shortcuts?,product_question,false,,,,bulk addition 5,"[""standard""]"
Price?,pricing,false,,,,very short message,[]
Mujhe koi senior support agent se baat karni hai.,human_request,true,,,,bulk addition 2,"[""hinglish""]"
the export buttin does nothng,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
How does the pricing work for startups?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
my acount was suspended for no reeson,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
The real-time sync is lagging by 5 minutes.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
LinkedIn login broke my existing account.,account_issue,false,,,,bulk addition,"[""standard""]"
Mujhe weekly backup chahiye. Possible hai?,product_question,false,,,,bulk addition 3,"[""hinglish""]"
I'm about to lose a major client because of your downtime.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
Is dedicated server included in the base price?,pricing,false,,,,bulk addition 4,"[""standard""]"
The reporting dashboard is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
You guys have gone downhill significantly.,complaint,false,,,,bulk addition 3,"[""standard""]"
Is there a status page for outages?,general_question,false,,,,general info question,"[""standard""]"
The drag and drop editor is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Meri email notification band ho gayi.,technical_support,false,,,,bulk addition 2,"[""hinglish""]"
i wnt 2 speek to a reel person,human_request,true,,,,spelling/noisy text,"[""noisy""]"
Where can I find documentation about two-factor authentication?,general_question,false,,,,bulk addition 4,"[""standard""]"
Account deactivated for no reason.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Can I brand the customer portal?,product_question,false,,,,bulk addition,"[""standard""]"
What happens if I exceed my plan limit?,pricing,false,,,,bulk addition,"[""standard""]"
I'm stuck on the verification step for days.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Aapke yaha kaam karte hai koi Indian?,other,false,,,,hinglish example,"[""hinglish""]"
Can I downgrade my plan anytime?,pricing,false,,,,bulk addition 3,"[""standard""]"
What are the benefits of the integration wizard?,general_question,false,,,,bulk addition 4,"[""standard""]"
The API endpoint is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
How long does it take to set up the template system?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is there a minimum user requirement?,pricing,false,,,,bulk addition 3,"[""standard""]"
the app keepz crashin wen i uplod,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Apna plan kaise change kare?,general_question,false,,,,general info question,"[""standard""]"
your service is terribl,complaint,false,,,,spelling/noisy text,"[""noisy""]"
Account deactivate ho gaya bina reason ke.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
How does audit logging work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
Aapki app bahut heavy hai. Phone hang ho jata hai.,technical_support,false,,,,hinglish example,"[""hinglish""]"
Pricing monthly hai ya yearly?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
The application is consuming too much memory.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
i dont understnd the pricing,pricing,false,,,,spelling/noisy text,"[""noisy""]"
Is custom fields available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Slow!,technical_support,false,,,,very short message,[]
aapki services ke baare mein batao?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Upgrade plan?,sales,false,,,,bulk addition 5,"[""standard""]"
I have a billing issue but it's not urgent. Just explain.,refund,true,,,,multi-intent example,"[""multi_intent""]"
What reporting dimensions are available?,product_question,false,,,,bulk addition,"[""standard""]"
Very bad,complaint,false,,,,very short message,[]
Is there a price lock for annual subscribers?,pricing,false,,,,bulk addition 2,"[""standard""]"
i paid for premum but dnt hav it,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
Can custom fields be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
Tell me your pricing but not too pushy please.,pricing,false,,,,bulk addition,"[""confusion_pair""]"
Pro plan ka price kya hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
i wana buy ur premium plan but the paymnt is not wrking,sales,true,,,,bulk addition,"[""noisy""]"
Refund the full amount or I'll take legal action.,refund,true,,,,bulk addition 3,"[""standard""]"
The email notifications are being sent to wrong recipients.,technical_support,false,,,,bulk addition,"[""standard""]"
Is onboarding included in the price?,pricing,false,,,,bulk addition,"[""standard""]"
How does your AI tagging work?,product_question,false,,,,product feature question,"[""standard""]"
Does your platform support webhooks?,product_question,false,,,,bulk addition 2,"[""standard""]"
Aapke paas koi referral program hai?,general_question,false,,,,hinglish example,"[""hinglish""]"
My payment went through but I don't see the premium features unlocked.,technical_support,true,,,,cross 2000,"[""standard""]"
Thanks,other,false,,,,very short message,[]
I'm having trouble with Data export.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Meri team ke liye separate workspace chahiye.,sales,false,,,,hinglish example,"[""hinglish""]"
What's the contract length?,pricing,false,,,,bulk addition,"[""standard""]"
Can I automate workflows with your tool?,product_question,false,,,,product feature question,"[""standard""]"
The search bar is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
i need a refnd 4 last munth,refund,true,,,,spelling/noisy text,"[""noisy""]"
My deadline was yesterday. I need compensation.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Do you offer custom branding?,general_question,false,,,,general info question,"[""standard""]"
Is the integration wizard available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
"I've been using your platform for about 6 months now and overall it's been a decent experience. However, recently I've noticed that the dashboard takes an unusually long time to load, especially when I'm trying to access the analytics section. I have a fast internet connection at 200 Mbps so the problem is definitely on your end. Can you please check what's going on and get back to me? I don't need anyone to call, just an email update would be sufficient.",technical_support,false,,,,long message,"[""long""]"
The calendar integration stopped syncing events.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Where can I find documentation about the integration wizard?,general_question,false,,,,bulk addition 4,"[""standard""]"
The single sign-on integration broke after migration.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Student discount milta hai kya?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
u guyz r scammers giv my mony bak,refund,true,,,,bulk addition 3,"[""noisy""]"
Can user permissions be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
I want to speak to someone about a refund.,refund,true,,,,bulk addition 3,"[""standard""]"
Do you prorate charges?,pricing,false,,,,bulk addition,"[""standard""]"
Do you work with non-profits?,general_question,false,,,,general info question,"[""standard""]"
Please start our enterprise trial with sales.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
the api integratin is brokn,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
First of all I want to say that I have been your customer for over 2 years. In that time I have seen the platform evolve and I generally like where it is going. However the recent pricing changes have me concerned. My bill has gone up by almost 40% without any additional features being added to my plan. I tried reaching out to billing but got no response. This is very frustrating for a loyal customer. I am not asking for a discount but I at least want someone to explain the pricing change to me. Please do not send automated replies. If this is not addressed I will be forced to explore other options.,pricing,false,,,,long message,"[""long""]"
kya aapke yaha discount milta hai festive season mein?,general_question,false,,,,hinglish general question,"[""hinglish""]"
two factor auth not wrking,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
I'm filing a chargeback if my refund isn't processed.,refund,true,,,,bulk addition,"[""standard""]"
The The mobile app feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Stop the chatbot. I need a real person now.,human_request,true,,,,bulk addition,"[""standard""]"
Stop redirecting me to the FAQ. Human now.,human_request,true,,,,bulk addition 3,"[""standard""]"
Itne paise waste kar diye aapke product pe.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
Let's start the onboarding process for enterprise.,sales,false,,,,bulk addition,"[""standard""]"
How much for extra storage?,pricing,false,,,,bulk addition 4,"[""standard""]"
Account email change nahi kar sakta.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
I have been patiently waiting for 2 weeks with no update.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
This needs immediate attention. I'm losing revenue.,technical_support,true,,,,bulk addition 2,"[""escalation_positive""]"
Team member add karne ka option kahan hai?,product_question,false,,,,hinglish example,"[""hinglish""]"
What do I need to know about email notifications?,general_question,false,,,,bulk addition 4,"[""standard""]"
Do I need to configure user permissions manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
apka service kya hai?,general_question,false,,,,general info question,"[""standard""]"
kya koi downloading required hai?,general_question,false,,,,general info question,"[""standard""]"
How do I set up a custom domain?,general_question,false,,,,bulk addition 3,"[""standard""]"
Is the template system available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Beep boop I am a robot.,other,false,,,,bulk addition 2,"[""standard""]"
Don't escalate this. I just want information.,general_question,false,,,,bulk addition,"[""hard_negative_escalation""]"
Cancel my subscription and give me a full refund.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
How much for additional users?,pricing,false,,,,bulk addition 4,"[""standard""]"
Can I get an enterprise quote?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
wer can i find the setings,general_question,false,,,,bulk addition,"[""noisy""]"
Kya aap mujhe call kar sakte ho? Main bot se baat nahi karna chahta.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Please expedite my account setup.,sales,false,,,,bulk addition,"[""standard""]"
I was charged incorrectly. Refund the difference.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
the buton is not workng,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Is there a tutorial for two-factor authentication?,general_question,false,,,,bulk addition 4,"[""standard""]"
What do I need to know about the integration wizard?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mujhe sales team se baat karni hai.,sales,false,,,,confusion pair example,"[""confusion_pair""]"
How is the usage calculated?,pricing,false,,,,bulk addition,"[""standard""]"
How does custom fields work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
How long does it take to set up email notifications?,general_question,false,,,,bulk addition 4,"[""standard""]"
Kya mai WhatsApp se bhi support le sakta hu?,general_question,false,,,,hinglish example,"[""hinglish""]"
Does your software have a mobile SDK?,product_question,false,,,,product feature question,"[""standard""]"
The search bar is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can I change the language of the interface?,general_question,false,,,,bulk addition,"[""standard""]"
how do i get a humen on the line plz,human_request,true,,,,bulk addition 2,"[""noisy""]"
File upload nahi ho raha. Error aa raha hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
the search is not workin at all fix it,technical_support,false,,,,bulk addition 5,"[""noisy""]"
I don't want a refund anymore. Cancel my request.,refund,false,,,,multi-intent example,"[""multi_intent""]"
my acnt is hakd sum1 pls help,account_issue,true,,,,bulk addition 3,"[""noisy""]"
how do i upgrade my plan i cnt find the buton,sales,false,,,,bulk addition,"[""noisy""]"
What is the cost per additional user?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Can I set up conditional triggers?,product_question,false,,,,product feature question,"[""standard""]"
What is your uptime guarantee?,general_question,false,,,,general info question,"[""standard""]"
Broken,technical_support,false,,,,very short message,[]
"I would like to take a moment to express my deep disappointment with the level of service I have received over the past few weeks. I signed up for your enterprise plan which cost me a significant amount of money and I expected a certain level of quality and reliability. Unfortunately, what I got was frequent downtimes, slow loading speeds, and when I reached out to support, I received generic copy-paste responses that didn't address my specific concerns. I have spoken to three different agents and each one gave me a different answer. This is not what I signed up for and I am considering moving my entire business to a competitor if this is not resolved immediately. I expect a senior manager to contact me within 24 hours.",complaint,true,,,,long message,"[""long""]"
i want a refnd pls,refund,true,,,,spelling/noisy text,"[""noisy""]"
I need to speak to a person with real authority.,human_request,true,,,,bulk addition 2,"[""standard""]"
File upload stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Team plan ka quote do?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
kya premium plan mein API access milta hai?,product_question,false,,,,hinglish product question,"[""hinglish""]"
i hav been wating for 2 weks,complaint,true,,,,spelling/noisy text,"[""noisy""]"
My team member can't access the shared account.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Just testing your support system. No issue here.,other,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Two-factor authentication code delivery is delayed.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Need help,general_question,false,,,,very short message,[]
The reporting dashboard is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
What's the pricing for custom reporting?,pricing,false,,,,bulk addition 4,"[""standard""]"
I can fix this myself. Just confirm the steps.,technical_support,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Have a great day!,other,false,,,,bulk addition,"[""standard""]"
The webhook integration is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Aapne mera account suspend kyun kiya?,account_issue,true,,,,bulk addition 3,"[""hinglish""]"
Bahut important hai. Please jaldi help karo.,general_question,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Integration kaise karte hai Salesforce se?,product_question,false,,,,hinglish example,"[""hinglish""]"
File compression feature is producing corrupted files.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
the app crahses whn i opn it,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Can I have multiple workspaces?,general_question,false,,,,general info question,"[""standard""]"
I would like to understand your pricing model better before committing to a purchase.,pricing,false,,,,cross 2000,"[""standard""]"
Do you have a dedicated IP option?,product_question,false,,,,bulk addition 3,"[""standard""]"
Suno,other,false,,,,very short message,[]
Aapne mujhe double charge kiya last month.,refund,true,,,,bulk addition 3,"[""hinglish""]"
account activate karne mein kitna time lagta hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Can you explain the dashboard?,general_question,false,,,,bulk addition 4,"[""standard""]"
Aapki website down kyun hai?,technical_support,true,,,,bulk addition,"[""hinglish""]"
I get an error when using The drag and drop editor.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Payment to gayi lekin account mein nahi aayi.,technical_support,true,,,,bulk addition 2,"[""hinglish""]"
How much for enterprise?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
I'll take legal action if I don't get my money back.,refund,true,,,,multi-intent example,"[""multi_intent""]"
The login page stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Is there a phone number I can call?,human_request,true,,,,bulk addition,"[""standard""]"
Who won the cricket match yesterday?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
How are overage fees calculated?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Can I add 10 more seats to my account?,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Can I automate ticket assignment?,product_question,false,,,,bulk addition,"[""standard""]"
Absolutely wonderful weather we're having,other,false,,,,other / off-topic,"[""standard"", ""other""]"
MerA account hacked hua hai. Immediate action lo.,account_issue,true,,,,bulk addition 2,"[""hinglish""]"
The The API endpoint feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
What payment methods do you accept?,general_question,false,,,,general info question,"[""standard""]"
Please send me the invoice for enterprise plan.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
App freeze ho raha hai login screen par.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
I'm interested in buying but your site keeps crashing.,sales,false,,,,multi-intent example,"[""multi_intent""]"
Do you have video tutorials?,general_question,false,,,,general info question,"[""standard""]"
I want to buy but first help me understand the pricing.,pricing,false,,,,multi-intent example,"[""multi_intent""]"
the updat broke everythin plz fix asap,technical_support,true,,,,bulk addition 2,"[""noisy""]"
Koi real person se baat karwao.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
I've been waiting three weeks for a resolution.,technical_support,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
i accidently deletd my accunt,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
Team plan lena hai. Discount batao.,sales,false,,,,bulk addition 2,"[""hinglish""]"
Do you support email templates?,product_question,false,,,,bulk addition,"[""standard""]"
Is additional users included in the base price?,pricing,false,,,,bulk addition 4,"[""standard""]"
I already fixed it. No human needed.,technical_support,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
I don't have an account and I'm just browsing.,other,false,,,,bulk addition 5,"[""standard""]"
What a beautiful day!,other,false,,,,bulk addition 3,"[""standard""]"
Mai upgrade karna chahta hu enterprise plan mein.,sales,false,,,,hinglish sales,"[""hinglish""]"
i wanna cancel my subscrption,sales,false,,,,spelling/noisy text,"[""noisy""]"
Is there a tutorial for the template system?,general_question,false,,,,bulk addition 4,"[""standard""]"
Where can I find documentation about audit logging?,general_question,false,,,,bulk addition 4,"[""standard""]"
i m lockd out of my acnt since 3 days,account_issue,true,,,,bulk addition 5,"[""noisy""]"
I appreciate your quick response!,other,false,,,,bulk addition 5,"[""standard""]"
The search bar keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Payment kat gaya but account activate nahi hua.,technical_support,true,,,,hinglish example,"[""hinglish""]"
The template preview is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Do you provide training resources?,general_question,false,,,,general info question,"[""standard""]"
Data export is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can you connect me to a senior representative?,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
I am completely dissatisfied. Give my money back.,refund,true,,,,confusion pair example,"[""confusion_pair""]"
Deadline miss ho jayegi. Please koi help karo.,technical_support,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
The chat widget is not displaying on mobile.,technical_support,false,,,,bulk addition 5,"[""standard""]"
Is my data secure with you?,general_question,false,,,,general info question,"[""standard""]"
Cancel my subscription and tell me about your other products.,refund,false,,,,multi-intent example,"[""multi_intent""]"
Stop ignoring my requests. Human now.,human_request,true,,,,bulk addition 3,"[""standard""]"
Bahut behtareen service thi pehle. Ab kya ho gaya?,complaint,false,,,,hinglish complaint,"[""hinglish""]"
This is a complaint about my account but also a refund request.,refund,true,,,,bulk addition 2,"[""multi_intent""]"
Human request hai but also my payment failed.,human_request,true,,,,multi-intent example,"[""multi_intent""]"
Can you help me fix Email delivery?,technical_support,false,,,,bulk addition 4,"[""standard""]"
Are there any transaction fees?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
The Email delivery feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Hello,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Can the API be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
API access ka alag se paisa lagega?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Why does my account show a different price than advertised?,pricing,false,,,,confusion pair example,"[""confusion_pair""]"
How old are you?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
how 2 get a refnd i need it urgent,refund,true,,,,bulk addition 5,"[""noisy""]"
How do I cook pasta?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Can I pause my subscription?,general_question,false,,,,general info question,"[""standard""]"
Mai regular customer hu. Mujhe priority support do.,sales,false,,,,hinglish example,"[""hinglish""]"
My account is showing balance due but I already paid.,account_issue,true,,,,bulk addition 5,"[""standard""]"
Isme multiple currency support hai kya?,product_question,false,,,,hinglish product question,"[""hinglish""]"
You guys are awesome!,other,false,,,,bulk addition,"[""standard""]"
I'm having trouble with The reporting dashboard.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Bot se baat karke thak gaya. Human do.,human_request,true,,,,hinglish example,"[""hinglish""]"
My subscription renewed but I wanted to cancel.,refund,true,,,,bulk addition 3,"[""standard""]"
Migration ka kitna lagta hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
I accidentally deleted my workspace.,account_issue,true,,,,bulk addition 3,"[""standard""]"
Every interaction with your company is painful.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
API key suddenly stop ho gaya.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Is the price negotiable for large teams?,pricing,false,,,,bulk addition,"[""standard""]"
I'd like to start a paid subscription today.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Can I change my display name?,general_question,false,,,,general info question,"[""standard""]"
Aapke yaha par kitne log kaam karte hain?,general_question,false,,,,bulk addition 3,"[""hinglish""]"
account kaise delete kare?,general_question,false,,,,general info question,"[""standard""]"
Aapka service bahut slow hai. Kya kar rahe ho?,technical_support,false,,,,hinglish example,"[""hinglish""]"
I'm authorized to make purchase decisions for my team.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Aapne mujhe double charge kar diya. Immediately refund karo.,refund,true,,,,hinglish example,"[""hinglish""]"
pro plan mein kitne users add kar sakte hain?,product_question,false,,,,hinglish product question,"[""hinglish""]"
Quality gir gayi hai starting se.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
What is the cost for dedicated support?,pricing,false,,,,bulk addition 2,"[""standard""]"
The timezone setting keeps resetting to UTC.,technical_support,false,,,,bulk addition,"[""standard""]"
I'm furious. Someone hacked my account. Call me now.,account_issue,true,,,,multi-intent example,"[""multi_intent""]"
aapki company kitni purani hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
I was a loyal customer but you don't care.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
ye software Hindi mein available hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Do you offer discounts for NGOs?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Team plan ka quote bhej do.,sales,false,,,,hinglish example,"[""hinglish""]"
Does your product support real-time collaboration?,product_question,false,,,,confusion pair example,"[""confusion_pair""]"
I want to add the API add-on to my existing plan.,sales,false,,,,bulk addition,"[""standard""]"
Hidden fees to nahi hain na?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Do you support custom email templates?,general_question,false,,,,general info question,"[""standard""]"
Tell me a story,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Is there an API available for developers?,general_question,false,,,,general info question,"[""standard""]"
Please activate my account for enterprise trial.,sales,false,,,,bulk addition 2,"[""standard""]"
I want to speak to billing about my refund.,refund,true,,,,bulk addition,"[""standard""]"
Aapke server down hain kya?,technical_support,false,,,,bulk addition 5,"[""hinglish""]"
Mujhe refund chahiye. Also what is the price of premium?,refund,true,,,,multi-intent example,"[""multi_intent""]"
Current provider se migrate karne mein help karo.,sales,false,,,,hinglish sales,"[""hinglish""]"
Please connect me to sales engineering.,sales,false,,,,bulk addition 3,"[""standard""]"
the search funtion is usless,technical_support,false,,,,bulk addition 3,"[""noisy""]"
Cancel?,sales,false,,,,very short message,[]
The app crashes every time I upload a file.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
My account has been compromised. I need immediate lock down.,account_issue,true,,,,bulk addition,"[""escalation_positive""]"
i cnt figur out how to reset my pasword,account_issue,false,,,,bulk addition 2,"[""noisy""]"
Can you explain backup?,general_question,false,,,,bulk addition 4,"[""standard""]"
"Your service is terrible, give me a refund.",refund,true,,,,confusion pair example,"[""confusion_pair""]"
my acount got hakd help me plz,account_issue,true,,,,bulk addition,"[""noisy""]"
The auto-save feature isn't working.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
This is absolutely unacceptable behavior from your team.,complaint,true,,,,bulk addition 3,"[""escalation_positive""]"
Database connection keeps dropping every 5 minutes.,technical_support,false,,,,bulk addition 2,"[""standard""]"
Can I integrate with Zapier?,general_question,false,,,,general info question,"[""standard""]"
How much for the mobile app?,pricing,false,,,,bulk addition 4,"[""standard""]"
I found the answer myself. Close my ticket.,general_question,false,,,,bulk addition,"[""hard_negative_escalation""]"
Worst experience ever.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Do you have a mobile-responsive interface?,product_question,false,,,,product feature question,"[""standard""]"
Data export keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Is there a limit on storage?,general_question,false,,,,general info question,"[""standard""]"
the integratin with slack brok after updat,technical_support,false,,,,bulk addition 2,"[""noisy""]"
I get an error when using File upload.,technical_support,false,,,,bulk addition 4,"[""standard""]"
i wana spek to a manager not a bot,human_request,true,,,,bulk addition 2,"[""noisy""]"
Maine bahut wait kiya but koi farak nahi pada.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
I was upset but I don't need anyone to reach out.,complaint,false,,,,bulk addition,"[""hard_negative_escalation""]"
I can't send emails through your platform.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
What's the weather today?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Mera account delete karo. Bahut problem hai.,account_issue,false,,,,bulk addition,"[""hinglish""]"
Is there a role-based access control?,product_question,false,,,,product feature question,"[""standard""]"
I was logged out and now my password doesn't work.,account_issue,false,,,,bulk addition 2,"[""standard""]"
What is the cost of the enterprise add-on?,pricing,false,,,,bulk addition 4,"[""standard""]"
ur service sux big time,complaint,false,,,,bulk addition,"[""noisy""]"
How long does it take to set up backup?,general_question,false,,,,bulk addition 4,"[""standard""]"
I have a complaint about billing but I need technical help accessing my account.,account_issue,true,,,,multi-intent example,"[""multi_intent""]"
Take me to your supervisor right now.,human_request,true,,,,bulk addition 5,"[""standard""]"
Data sync nahi ho raha mobile aur desktop mein.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
my id is not verifide,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
Mera annual plan lena hai. Process batao.,sales,false,,,,bulk addition 3,"[""hinglish""]"
Maine multiple baar email kiya hai but koi reply nahi.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Your service is bad and I want a human to explain.,human_request,true,,,,bulk addition 3,"[""multi_intent""]"
subscription expire hone par kya hoga?,general_question,false,,,,general info question,"[""standard""]"
You lost a customer today.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
this is so anoying i want a refnd,refund,true,,,,spelling/noisy text,"[""noisy""]"
Is there a way to preview before publishing?,general_question,false,,,,bulk addition,"[""standard""]"
plez help im lockt out,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
The form submission is returning 403 errors.,technical_support,false,,,,bulk addition 2,"[""standard""]"
I get an error when using The API endpoint.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I want my money back and I want it NOW.,refund,true,,,,bulk addition 3,"[""escalation_positive""]"
Is there a tutorial for real-time sync?,general_question,false,,,,bulk addition 4,"[""standard""]"
Custom requirements ke liye sales se baat karni hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
ur bot is dumm giv me reel person,human_request,true,,,,bulk addition 3,"[""noisy""]"
Push notifications aana band ho gaye.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
